25.619,-1172.191,299.612,0.500,0.612,0.612
15.584,-1172.192,299.611,0.500,0.612,0.612
5.549,-1172.192,299.611,0.500,0.612,0.612
-4.487,-1172.192,299.611,0.500,0.612,0.612
-14.522,-1172.192,299.611,0.500,0.612,0.612
-24.557,-1172.192,299.611,0.500,0.612,0.612
-34.592,-1172.192,299.611,0.500,0.612,0.612
-44.627,-1172.192,299.611,0.500,0.612,0.612
-54.663,-1172.192,299.611,0.500,0.612,0.612
-64.697,-1172.192,299.611,0.500,0.612,0.612
-74.733,-1172.158,299.615,0.504,0.609,0.612
-84.767,-1172.031,299.628,0.511,0.604,0.612
-94.799,-1171.769,299.654,0.520,0.596,0.612
-104.825,-1171.350,299.692,0.529,0.588,0.612
-114.843,-1170.757,299.743,0.539,0.579,0.612
-124.847,-1169.979,299.808,0.550,0.569,0.611
-134.835,-1169.006,299.886,0.561,0.558,0.611
-144.799,-1167.822,299.977,0.573,0.547,0.611
-154.734,-1166.409,300.083,0.586,0.533,0.611
-164.627,-1164.737,300.202,0.600,0.517,0.611
-174.466,-1162.768,300.336,0.616,0.498,0.610
-184.229,-1160.454,300.481,0.635,0.474,0.610
-193.884,-1157.727,300.631,0.657,0.443,0.610
-203.375,-1154.476,300.798,0.682,0.403,0.610
-212.616,-1150.574,300.962,0.712,0.347,0.610
-221.504,-1145.920,301.057,0.739,0.284,0.611
-230.017,-1140.610,301.122,0.756,0.233,0.611
-238.137,-1134.720,301.220,0.772,0.179,0.611
-245.797,-1128.241,301.362,0.782,0.124,0.611
-253.057,-1121.314,301.405,0.786,0.076,0.613
-259.928,-1114.004,301.258,0.788,0.020,0.616
-266.256,-1106.225,300.979,0.785,-0.048,0.617
-271.852,-1097.905,300.684,0.778,-0.123,0.617
-276.602,-1089.074,300.427,0.763,-0.197,0.616
-280.492,-1079.830,300.161,0.739,-0.270,0.617
-283.514,-1070.275,299.713,0.704,-0.343,0.622
-285.746,-1060.515,299.070,0.675,-0.396,0.623
-287.370,-1050.635,298.407,0.653,-0.430,0.623
-288.570,-1040.696,297.727,0.636,-0.454,0.624
-289.407,-1030.721,297.028,0.618,-0.478,0.624
-289.814,-1020.716,296.359,0.597,-0.506,0.623
-289.712,-1010.701,295.755,0.573,-0.535,0.621
-289.117,-1000.699,295.244,0.551,-0.559,0.620
-287.987,-990.750,294.607,0.491,-0.603,0.628
-286.145,-980.979,293.278,0.437,-0.633,0.639
-284.543,-971.141,292.191,0.532,-0.575,0.621
-283.671,-961.147,291.915,0.560,-0.554,0.616
-282.771,-951.156,291.647,0.564,-0.551,0.615
-282.312,-941.140,291.883,0.624,-0.494,0.605
-282.126,-931.122,292.426,0.604,-0.516,0.608
-281.491,-921.108,292.504,0.566,-0.550,0.614
-280.600,-911.113,292.375,0.558,-0.558,0.615
-279.665,-901.122,292.252,0.561,-0.556,0.614
-278.760,-891.128,292.191,0.564,-0.553,0.613
-277.867,-881.133,292.191,0.567,-0.551,0.612
-276.983,-871.138,292.287,0.572,-0.548,0.610
-276.113,-861.142,292.480,0.575,-0.546,0.609
-275.255,-851.147,292.726,0.577,-0.544,0.609
-274.407,-841.150,292.995,0.579,-0.543,0.609
-273.596,-831.153,293.276,0.581,-0.540,0.608
-272.757,-821.156,293.551,0.573,-0.549,0.609
-271.697,-811.180,293.771,0.556,-0.565,0.610
-270.426,-801.227,293.883,0.539,-0.579,0.612
-268.831,-791.319,293.887,0.508,-0.605,0.613
-266.851,-781.482,293.835,0.500,-0.611,0.613
-265.152,-771.593,293.758,0.534,-0.581,0.614
-264.125,-761.614,293.665,0.572,-0.543,0.614
-263.593,-751.595,293.486,0.577,-0.535,0.617
-263.024,-741.583,293.100,0.560,-0.550,0.620
-262.248,-731.591,292.605,0.551,-0.558,0.621
-261.757,-721.586,292.051,0.588,-0.517,0.622
-261.961,-711.572,291.449,0.604,-0.499,0.622
-261.963,-701.549,290.935,0.582,-0.526,0.620
-261.477,-691.537,290.507,0.560,-0.551,0.619
-260.601,-681.551,290.063,0.538,-0.571,0.620
-259.438,-671.600,289.487,0.517,-0.587,0.623
-258.049,-661.686,288.780,0.501,-0.599,0.625
-256.537,-651.798,287.980,0.495,-0.602,0.626
-255.018,-641.916,287.116,0.492,-0.603,0.627
-253.476,-632.044,286.191,0.487,-0.606,0.629
-251.895,-622.184,285.199,0.481,-0.609,0.630
-250.278,-612.335,284.144,0.477,-0.612,0.631
-248.618,-602.502,283.035,0.468,-0.618,0.632
-246.755,-592.718,281.801,0.443,-0.632,0.636
-244.697,-582.992,280.439,0.434,-0.637,0.637
-242.634,-573.272,279.028,0.433,-0.636,0.638
-240.576,-563.559,277.572,0.430,-0.637,0.639
-238.519,-553.855,276.054,0.428,-0.637,0.641
-236.509,-544.153,274.465,0.430,-0.634,0.642
-234.619,-534.438,272.808,0.434,-0.630,0.644
-232.783,-524.726,271.070,0.430,-0.631,0.646
-230.951,-515.028,269.254,0.428,-0.631,0.647
-229.179,-505.330,267.373,0.432,-0.626,0.649
-227.594,-495.622,265.395,0.441,-0.617,0.652
-226.259,-485.895,263.321,0.453,-0.606,0.654
-225.153,-476.157,261.163,0.460,-0.598,0.656
-224.227,-466.418,258.927,0.471,-0.589,0.657
-223.567,-456.648,256.733,0.492,-0.574,0.655
-223.017,-446.871,254.541,0.478,-0.582,0.658
-222.225,-437.153,252.167,0.455,-0.595,0.662
-221.297,-427.473,249.694,0.448,-0.599,0.663
-220.274,-417.813,247.174,0.437,-0.606,0.665
-219.123,-408.188,244.577,0.424,-0.612,0.668
-217.915,-398.609,241.842,0.417,-0.613,0.671
-216.780,-389.045,239.024,0.423,-0.607,0.672
-215.778,-379.477,236.169,0.427,-0.603,0.674
-214.853,-369.921,233.247,0.427,-0.601,0.676
-213.990,-360.381,230.256,0.427,-0.599,0.677
-213.174,-350.856,227.200,0.425,-0.598,0.679
-212.381,-341.351,224.081,0.422,-0.598,0.681
-211.591,-331.866,220.903,0.419,-0.599,0.683
-210.811,-322.399,217.666,0.417,-0.598,0.684
-210.037,-312.953,214.369,0.413,-0.599,0.686
-209.246,-303.527,211.018,0.409,-0.600,0.688
-208.460,-294.122,207.608,0.406,-0.600,0.689
-207.684,-284.737,204.137,0.402,-0.600,0.691
-206.909,-275.376,200.605,0.399,-0.601,0.693
-206.140,-266.043,197.001,0.395,-0.601,0.695
-205.385,-256.738,193.318,0.391,-0.601,0.698
-204.642,-247.465,189.557,0.386,-0.601,0.700
-203.911,-238.221,185.720,0.383,-0.600,0.702
-203.207,-229.007,181.807,0.380,-0.599,0.705
-202.507,-219.821,177.826,0.375,-0.600,0.706
-201.787,-210.660,173.793,0.372,-0.600,0.708
-201.093,-201.520,169.709,0.369,-0.600,0.710
