25.619,-1172.191,299.612,-515.573,-1004.662,0.591
15.584,-1172.192,299.611,-538.893,-991.202,0.601
5.549,-1172.192,299.611,-564.967,-976.150,0.613
-4.487,-1172.192,299.611,-565.760,-975.692,0.613
-14.522,-1172.192,299.611,-562.839,-977.378,0.612
-24.557,-1172.192,299.611,-564.258,-976.559,0.613
-34.592,-1172.192,299.611,-562.607,-977.512,0.612
-44.627,-1172.192,299.611,-567.642,-974.604,0.614
-54.663,-1172.192,299.611,-561.416,-978.200,0.611
-64.697,-1172.192,299.611,-610.920,-949.583,0.639
-74.733,-1172.158,299.615,-1082.619,-672.293,1.284
-84.767,-1172.031,299.628,-1797.501,-233.553,3.581
-94.799,-1171.769,299.654,-2601.119,291.887,8.143
-104.825,-1171.350,299.692,-3402.988,856.975,14.919
-114.843,-1170.757,299.743,-4201.459,1464.918,24.051
-124.847,-1169.979,299.808,-4985.536,2113.305,35.559
-134.835,-1169.006,299.886,-5743.163,2799.678,49.365
-144.799,-1167.822,299.977,-6485.584,3540.364,65.823
-154.734,-1166.409,300.083,-7214.577,4355.963,85.382
-164.627,-1164.737,300.202,-7910.172,5254.902,108.126
-174.466,-1162.768,300.336,-8500.758,6201.470,132.440
-184.229,-1160.454,300.481,-8596.342,6858.536,144.525
-193.884,-1157.727,300.631,-8632.231,7665.158,159.079
-203.375,-1154.476,300.798,-9255.696,9543.975,210.174
-212.616,-1150.574,300.962,-6653.420,7598.888,122.107
-221.504,-1145.920,301.057,-3462.210,3728.677,31.382
-230.017,-1140.610,301.122,-3453.189,4482.948,38.750
-238.137,-1134.720,301.220,-4559.651,8319.769,107.913
-245.797,-1128.241,301.362,-3928.555,8517.917,105.439
-253.057,-1121.314,301.405,1.323,-4386.820,19.607
-259.928,-1114.004,301.258,2230.652,-16847.172,327.043
-266.256,-1106.225,300.979,1538.571,-22783.918,594.710
-271.852,-1097.905,300.684,-750.618,-20378.406,472.869
-276.602,-1089.074,300.427,-2547.546,-18005.023,374.687
-280.492,-1079.830,300.161,-5238.097,-23557.787,664.780
-283.514,-1070.275,299.713,-12187.065,-41115.797,2120.927
-285.746,-1060.515,299.070,-17387.708,-46672.125,2866.483
-287.370,-1050.635,298.407,-19555.067,-45139.879,2798.241
-288.570,-1040.696,297.727,-22217.143,-46749.759,3100.603
-289.407,-1030.721,297.028,-23793.902,-45359.225,3034.519
-289.814,-1020.716,296.359,-24119.606,-40997.836,2615.129
-289.712,-1010.701,295.755,-23085.608,-34666.323,2001.512
-289.117,-1000.699,295.244,-20909.295,-28189.391,1413.543
-287.987,-990.750,294.607,-44540.022,-53708.499,5666.545
-286.145,-980.979,293.278,-73652.253,-80966.009,14073.905
-284.543,-971.141,292.191,-24535.646,-31437.149,1839.397
-283.671,-961.147,291.915,-10448.411,-13049.004,314.957
-282.771,-951.156,291.647,-7288.368,-8574.360,141.636
-282.312,-941.140,291.883,20989.747,37256.217,2147.548
-282.126,-931.122,292.426,11823.568,20843.498,677.587
-281.491,-921.108,292.504,-4712.963,-4831.711,49.083
-280.600,-911.113,292.375,-7053.829,-7992.473,126.543
-279.665,-901.122,292.252,-4851.760,-4909.827,51.496
-278.760,-891.128,292.191,-2327.312,-1348.072,6.458
-277.867,-881.133,292.191,795.396,3094.631,12.325
-276.983,-871.138,292.287,5574.407,9921.269,154.694
-276.113,-861.142,292.480,8642.950,14338.107,332.407
-275.255,-851.147,292.726,10163.955,16546.015,446.208
-274.407,-841.150,292.995,10774.951,17484.047,498.731
-273.596,-831.153,293.276,11040.195,18034.444,528.402
-272.757,-821.156,293.551,10061.923,16145.960,428.485
-271.697,-811.180,293.771,6864.745,11084.770,202.474
-270.426,-801.227,293.883,1340.643,3555.103,17.509
