Iteration,Temperature,CurrentCost,BestCost
1619,0.105056,3250.08,3250.08
1620,0.104531,3250.08,3250.08
1621,0.104008,3250.08,3250.08
1622,0.103488,3250.08,3250.08
1623,0.102971,3250.08,3250.08
1624,0.102456,3250.08,3250.08
1625,0.101944,3250.08,3250.08
1626,0.101434,3250.08,3250.08
1627,0.100927,3250.08,3250.08
1628,0.100422,3250.08,3250.08
1629,0.09992,3158.87,3158.87
1630,0.0994204,3158.87,3158.87
1631,0.0989233,3158.87,3158.87
1632,0.0984287,3158.87,3158.87
1633,0.0979366,3158.87,3158.87
1634,0.0974469,3158.87,3158.87
1635,0.0969596,3158.87,3158.87
1636,0.0964748,3158.87,3158.87
1637,0.0959925,3158.87,3158.87
1638,0.0955125,3158.87,3158.87
1639,0.0950349,3158.87,3158.87
1640,0.0945598,3158.87,3158.87
1641,0.094087,3158.87,3158.87
1642,0.0936165,3158.87,3158.87
1643,0.0931485,3158.87,3158.87
1644,0.0926827,3158.87,3158.87
1645,0.0922193,3158.87,3158.87
1646,0.0917582,3158.87,3158.87
1647,0.0912994,3158.87,3158.87
1648,0.0908429,3158.87,3158.87
1649,0.0903887,3158.87,3158.87
1650,0.0899368,3158.87,3158.87
1651,0.0894871,3158.87,3158.87
1652,0.0890396,3158.87,3158.87
1653,0.0885944,3158.87,3158.87
1654,0.0881515,3158.87,3158.87
1655,0.0877107,3158.87,3158.87
1656,0.0872722,3158.87,3158.87
1657,0.0868358,3158.87,3158.87
1658,0.0864016,3158.87,3158.87
1659,0.0859696,3158.87,3158.87
1660,0.0855398,3158.87,3158.87
1661,0.0851121,3158.87,3158.87
1662,0.0846865,3158.87,3158.87
1663,0.0842631,3158.87,3158.87
1664,0.0838418,3158.87,3158.87
1665,0.0834225,3158.87,3158.87
1666,0.0830054,3158.87,3158.87
1667,0.0825904,3158.87,3158.87
1668,0.0821775,3158.87,3158.87
1669,0.0817666,3158.87,3158.87
1670,0.0813577,3158.87,3158.87
1671,0.0809509,3158.87,3158.87
1672,0.0805462,3158.87,3158.87
1673,0.0801435,3158.87,3158.87
1674,0.0797427,3158.87,3158.87
1675,0.079344,3158.87,3158.87
1676,0.0789473,3158.87,3158.87
1677,0.0785526,3158.87,3158.87
1678,0.0781598,3158.87,3158.87
1679,0.077769,3158.87,3158.87
1680,0.0773802,3158.87,3158.87
1681,0.0769933,3158.87,3158.87
1682,0.0766083,3158.87,3158.87
1683,0.0762253,3158.87,3158.87
1684,0.0758441,3158.87,3158.87
1685,0.0754649,3158.87,3158.87
1686,0.0750876,3158.87,3158.87
1687,0.0747121,3158.87,3158.87
1688,0.0743386,3158.87,3158.87
1689,0.0739669,3124.22,3124.22
1690,0.0735971,3124.22,3124.22
1691,0.0732291,3124.22,3124.22
1692,0.0728629,3124.22,3124.22
1693,0.0724986,3124.22,3124.22
1694,0.0721361,3124.22,3124.22
1695,0.0717754,3047.57,3047.57
1696,0.0714166,3047.57,3047.57
1697,0.0710595,3047.57,3047.57
1698,0.0707042,3047.57,3047.57
1699,0.0703507,3047.57,3047.57
1700,0.0699989,3047.57,3047.57
1701,0.0696489,3047.57,3047.57
1702,0.0693007,3047.57,3047.57
1703,0.0689542,3047.57,3047.57
1704,0.0686094,3047.57,3047.57
1705,0.0682663,3047.57,3047.57
1706,0.067925,3047.57,3047.57
1707,0.0675854,3047.57,3047.57
1708,0.0672475,3047.57,3047.57
1709,0.0669112,3047.57,3047.57
1710,0.0665767,3047.57,3047.57
1711,0.0662438,3047.57,3047.57
1712,0.0659126,3047.57,3047.57
1713,0.065583,3047.57,3047.57
1714,0.0652551,3047.57,3047.57
1715,0.0649288,3047.57,3047.57
1716,0.0646042,3047.57,3047.57
1717,0.0642811,3047.57,3047.57
1718,0.0639597,3047.57,3047.57
1719,0.0636399,3047.57,3047.57
1720,0.0633217,3047.57,3047.57
1721,0.0630051,3047.57,3047.57
1722,0.0626901,3047.57,3047.57
1723,0.0623767,3047.57,3047.57
1724,0.0620648,3047.57,3047.57
1725,0.0617545,3047.57,3047.57
1726,0.0614457,3047.57,3047.57
1727,0.0611385,3047.57,3047.57
1728,0.0608328,2947.99,2947.99
1729,0.0605286,2947.99,2947.99
1730,0.060226,2947.99,2947.99
1731,0.0599248,2947.99,2947.99
1732,0.0596252,2947.99,2947.99
1733,0.0593271,2947.99,2947.99
1734,0.0590304,2947.99,2947.99
1735,0.0587353,2947.99,2947.99
1736,0.0584416,2947.99,2947.99
1737,0.0581494,2947.99,2947.99
1738,0.0578587,2947.99,2947.99
1739,0.0575694,2947.99,2947.99
1740,0.0572815,2947.99,2947.99
1741,0.0569951,2947.99,2947.99
1742,0.0567101,2947.99,2947.99
1743,0.0564266,2947.99,2947.99
1744,0.0561444,2947.99,2947.99
1745,0.0558637,2947.99,2947.99
1746,0.0555844,2947.99,2947.99
1747,0.0553065,2947.99,2947.99
1748,0.05503,2947.99,2947.99
1749,0.0547548,2947.99,2947.99
1750,0.054481,2947.99,2947.99
1751,0.0542086,2947.99,2947.99
1752,0.0539376,2947.99,2947.99
1753,0.0536679,2947.99,2947.99
1754,0.0533996,2947.99,2947.99
1755,0.0531326,2947.99,2947.99
1756,0.0528669,2947.99,2947.99
1757,0.0526026,2947.99,2947.99
1758,0.0523395,2947.99,2947.99
1759,0.0520778,2947.99,2947.99
1760,0.0518175,2947.99,2947.99
1761,0.0515584,2947.99,2947.99
1762,0.0513006,2947.99,2947.99
1763,0.0510441,2947.99,2947.99
1764,0.0507889,2947.99,2947.99
1765,0.0505349,2947.99,2947.99
1766,0.0502822,2947.99,2947.99
1767,0.0500308,2947.99,2947.99
1768,0.0497807,2947.99,2947.99
1769,0.0495318,2947.99,2947.99
1770,0.0492841,2947.99,2947.99
1771,0.0490377,2947.99,2947.99
1772,0.0487925,2947.99,2947.99
1773,0.0485485,2947.99,2947.99
1774,0.0483058,2947.99,2947.99
1775,0.0480643,2947.99,2947.99
1776,0.0478239,2947.99,2947.99
1777,0.0475848,2947.99,2947.99
1778,0.0473469,2947.99,2947.99
1779,0.0471102,2947.99,2947.99
1780,0.0468746,2947.99,2947.99
1781,0.0466402,2947.99,2947.99
1782,0.046407,2947.99,2947.99
1783,0.046175,2947.99,2947.99
1784,0.0459441,2947.99,2947.99
1785,0.0457144,2947.99,2947.99
1786,0.0454858,2947.99,2947.99
1787,0.0452584,2947.99,2947.99
1788,0.0450321,2947.99,2947.99
1789,0.044807,2947.99,2947.99
1790,0.0445829,2947.99,2947.99
1791,0.04436,2947.99,2947.99
1792,0.0441382,2947.99,2947.99
1793,0.0439175,2947.99,2947.99
1794,0.0436979,2947.99,2947.99
1795,0.0434794,2911.79,2911.79
1796,0.043262,2911.79,2911.79
1797,0.0430457,2911.79,2911.79
1798,0.0428305,2911.79,2911.79
1799,0.0426163,2911.79,2911.79
1800,0.0424033,2911.79,2911.79
1801,0.0421913,2911.79,2911.79
1802,0.0419803,2911.79,2911.79
1803,0.0417704,2911.79,2911.79
1804,0.0415615,2911.79,2911.79
1805,0.0413537,2911.79,2911.79
1806,0.041147,2911.79,2911.79
1807,0.0409412,2911.79,2911.79
1808,0.0407365,2911.79,2911.79
1809,0.0405328,2911.79,2911.79
1810,0.0403302,2911.79,2911.79
1811,0.0401285,2911.79,2911.79
1812,0.0399279,2911.79,2911.79
1813,0.0397282,2911.79,2911.79
1814,0.0395296,2911.79,2911.79
1815,0.039332,2911.79,2911.79
1816,0.0391353,2911.79,2911.79
1817,0.0389396,2911.79,2911.79
1818,0.0387449,2911.79,2911.79
1819,0.0385512,2911.79,2911.79
1820,0.0383584,2911.79,2911.79
1821,0.0381666,2911.79,2911.79
1822,0.0379758,2911.79,2911.79
1823,0.0377859,2911.79,2911.79
1824,0.037597,2911.79,2911.79
1825,0.037409,2911.79,2911.79
1826,0.037222,2911.79,2911.79
1827,0.0370359,2911.79,2911.79
1828,0.0368507,2911.79,2911.79
1829,0.0366664,2911.79,2911.79
1830,0.0364831,2911.79,2911.79
1831,0.0363007,2911.79,2911.79
1832,0.0361192,2911.79,2911.79
1833,0.0359386,2911.79,2911.79
1834,0.0357589,2911.79,2911.79
1835,0.0355801,2911.79,2911.79
1836,0.0354022,2911.79,2911.79
1837,0.0352252,2911.79,2911.79
1838,0.0350491,2911.79,2911.79
1839,0.0348738,2911.79,2911.79
1840,0.0346994,2911.79,2911.79
1841,0.0345259,2911.79,2911.79
1842,0.0343533,2911.79,2911.79
1843,0.0341816,2911.79,2911.79
1844,0.0340106,2911.79,2911.79
1845,0.0338406,2911.79,2911.79
1846,0.0336714,2911.79,2911.79
1847,0.033503,2911.79,2911.79
1848,0.0333355,2911.79,2911.79
1849,0.0331688,2911.79,2911.79
1850,0.033003,2911.79,2911.79
1851,0.032838,2911.79,2911.79
1852,0.0326738,2911.79,2911.79
1853,0.0325104,2911.79,2911.79
1854,0.0323479,2911.79,2911.79
1855,0.0321861,2911.79,2911.79
1856,0.0320252,2911.79,2911.79
1857,0.0318651,2911.79,2911.79
1858,0.0317057,2911.79,2911.79
1859,0.0315472,2911.79,2911.79
1860,0.0313895,2911.79,2911.79
1861,0.0312325,2911.79,2911.79
1862,0.0310764,2911.79,2911.79
1863,0.030921,2911.79,2911.79
1864,0.0307664,2911.79,2911.79
1865,0.0306126,2911.79,2911.79
1866,0.0304595,2911.79,2911.79
1867,0.0303072,2911.79,2911.79
1868,0.0301557,2911.79,2911.79
1869,0.0300049,2911.79,2911.79
1870,0.0298549,2911.79,2911.79
1871,0.0297056,2911.79,2911.79
1872,0.0295571,2911.79,2911.79
1873,0.0294093,2911.79,2911.79
1874,0.0292622,2911.79,2911.79
1875,0.0291159,2911.79,2911.79
1876,0.0289703,2911.79,2911.79
1877,0.0288255,2911.79,2911.79
1878,0.0286814,2911.79,2911.79
1879,0.0285379,2911.79,2911.79
1880,0.0283953,2911.79,2911.79
1881,0.0282533,2911.79,2911.79
1882,0.028112,2911.79,2911.79
1883,0.0279715,2911.79,2911.79
1884,0.0278316,2911.79,2911.79
1885,0.0276924,2911.79,2911.79
1886,0.027554,2911.79,2911.79
1887,0.0274162,2911.79,2911.79
1888,0.0272791,2911.79,2911.79
1889,0.0271427,2911.79,2911.79
1890,0.027007,2911.79,2911.79
1891,0.026872,2911.79,2911.79
1892,0.0267376,2911.79,2911.79
1893,0.0266039,2911.79,2911.79
1894,0.0264709,2911.79,2911.79
1895,0.0263386,2911.79,2911.79
1896,0.0262069,2911.79,2911.79
1897,0.0260758,2911.79,2911.79
1898,0.0259455,2911.79,2911.79
1899,0.0258157,2911.79,2911.79
1900,0.0256866,2911.79,2911.79
1901,0.0255582,2911.79,2911.79
1902,0.0254304,2911.79,2911.79
1903,0.0253033,2911.79,2911.79
1904,0.0251768,2911.79,2911.79
1905,0.0250509,2911.79,2911.79
1906,0.0249256,2911.79,2911.79
1907,0.024801,2911.79,2911.79
1908,0.024677,2911.79,2911.79
1909,0.0245536,2911.79,2911.79
1910,0.0244308,2911.79,2911.79
1911,0.0243087,2911.79,2911.79
1912,0.0241871,2911.79,2911.79
1913,0.0240662,2911.79,2911.79
1914,0.0239459,2911.79,2911.79
1915,0.0238261,2911.79,2911.79
1916,0.023707,2911.79,2911.79
1917,0.0235885,2911.79,2911.79
1918,0.0234705,2911.79,2911.79
1919,0.0233532,2911.79,2911.79
1920,0.0232364,2911.79,2911.79
1921,0.0231202,2911.79,2911.79
1922,0.0230046,2911.79,2911.79
1923,0.0228896,2911.79,2911.79
1924,0.0227752,2911.79,2911.79
1925,0.0226613,2911.79,2911.79
1926,0.022548,2911.79,2911.79
1927,0.0224352,2911.79,2911.79
1928,0.0223231,2911.79,2911.79
1929,0.0222114,2911.79,2911.79
1930,0.0221004,2911.79,2911.79
1931,0.0219899,2911.79,2911.79
1932,0.0218799,2911.79,2911.79
1933,0.0217705,2911.79,2911.79
1934,0.0216617,2911.79,2911.79
1935,0.0215534,2911.79,2911.79
1936,0.0214456,2911.79,2911.79
1937,0.0213384,2911.79,2911.79
1938,0.0212317,2911.79,2911.79
1939,0.0211255,2911.79,2911.79
1940,0.0210199,2911.79,2911.79
1941,0.0209148,2911.79,2911.79
1942,0.0208102,2911.79,2911.79
1943,0.0207062,2911.79,2911.79
1944,0.0206026,2911.79,2911.79
1945,0.0204996,2911.79,2911.79
1946,0.0203971,2911.79,2911.79
1947,0.0202951,2911.79,2911.79
1948,0.0201937,2911.79,2911.79
1949,0.0200927,2911.79,2911.79
1950,0.0199922,2911.79,2911.79
1951,0.0198923,2911.79,2911.79
1952,0.0197928,2911.79,2911.79
1953,0.0196939,2911.79,2911.79
1954,0.0195954,2911.79,2911.79
1955,0.0194974,2911.79,2911.79
1956,0.0193999,2873.69,2873.69
1957,0.0193029,2873.69,2873.69
1958,0.0192064,2873.69,2873.69
1959,0.0191104,2873.69,2873.69
1960,0.0190148,2873.69,2873.69
1961,0.0189197,2873.69,2873.69
1962,0.0188251,2873.69,2873.69
1963,0.018731,2873.69,2873.69
1964,0.0186374,2873.69,2873.69
1965,0.0185442,2873.69,2873.69
1966,0.0184515,2873.69,2873.69
1967,0.0183592,2873.69,2873.69
1968,0.0182674,2873.69,2873.69
1969,0.0181761,2873.69,2873.69
1970,0.0180852,2873.69,2873.69
1971,0.0179948,2873.69,2873.69
1972,0.0179048,2873.69,2873.69
1973,0.0178153,2873.69,2873.69
1974,0.0177262,2873.69,2873.69
1975,0.0176376,2873.69,2873.69
1976,0.0175494,2873.69,2873.69
1977,0.0174616,2873.69,2873.69
1978,0.0173743,2873.69,2873.69
1979,0.0172874,2873.69,2873.69
1980,0.017201,2873.69,2873.69
1981,0.017115,2873.69,2873.69
1982,0.0170294,2873.69,2873.69
1983,0.0169443,2873.69,2873.69
1984,0.0168596,2873.69,2873.69
1985,0.0167753,2873.69,2873.69
1986,0.0166914,2873.69,2873.69
1987,0.0166079,2873.69,2873.69
1988,0.0165249,2873.69,2873.69
1989,0.0164423,2873.69,2873.69
1990,0.0163601,2873.69,2873.69
1991,0.0162783,2873.69,2873.69
1992,0.0161969,2873.69,2873.69
1993,0.0161159,2873.69,2873.69
1994,0.0160353,2873.69,2873.69
1995,0.0159551,2873.69,2873.69
1996,0.0158753,2873.69,2873.69
1997,0.015796,2873.69,2873.69
1998,0.015717,2873.69,2873.69
1999,0.0156384,2873.69,2873.69
2000,0.0155602,2873.69,2873.69
2001,0.0154824,2873.69,2873.69
2002,0.015405,2873.69,2873.69
2003,0.015328,2873.69,2873.69
2004,0.0152513,2873.69,2873.69
2005,0.0151751,2873.69,2873.69
2006,0.0150992,2873.69,2873.69
2007,0.0150237,2873.69,2873.69
2008,0.0149486,2873.69,2873.69
2009,0.0148738,2873.69,2873.69
2010,0.0147995,2873.69,2873.69
2011,0.0147255,2873.69,2873.69
2012,0.0146518,2873.69,2873.69
2013,0.0145786,2873.69,2873.69
2014,0.0145057,2873.69,2873.69
2015,0.0144332,2873.69,2873.69
2016,0.014361,2873.69,2873.69
2017,0.0142892,2873.69,2873.69
2018,0.0142178,2873.69,2873.69
2019,0.0141467,2873.69,2873.69
2020,0.0140759,2873.69,2873.69
2021,0.0140055,2873.69,2873.69
2022,0.0139355,2873.69,2873.69
2023,0.0138658,2873.69,2873.69
2024,0.0137965,2873.69,2873.69
2025,0.0137275,2873.69,2873.69
2026,0.0136589,2873.69,2873.69
2027,0.0135906,2873.69,2873.69
2028,0.0135226,2873.69,2873.69
2029,0.013455,2873.69,2873.69
2030,0.0133878,2873.69,2873.69
2031,0.0133208,2873.69,2873.69
2032,0.0132542,2873.69,2873.69
2033,0.0131879,2873.69,2873.69
2034,0.013122,2873.69,2873.69
2035,0.0130564,2873.69,2873.69
2036,0.0129911,2873.69,2873.69
2037,0.0129262,2873.69,2873.69
2038,0.0128615,2873.69,2873.69
2039,0.0127972,2873.69,2873.69
2040,0.0127332,2873.69,2873.69
2041,0.0126696,2873.69,2873.69
2042,0.0126062,2873.69,2873.69
2043,0.0125432,2873.69,2873.69
2044,0.0124805,2873.69,2873.69
2045,0.0124181,2873.69,2873.69
2046,0.012356,2873.69,2873.69
2047,0.0122942,2873.69,2873.69
2048,0.0122327,2873.69,2873.69
2049,0.0121716,2873.69,2873.69
2050,0.0121107,2873.69,2873.69
2051,0.0120502,2873.69,2873.69
2052,0.0119899,2873.69,2873.69
2053,0.01193,2873.69,2873.69
2054,0.0118703,2873.69,2873.69
2055,0.011811,2873.69,2873.69
2056,0.0117519,2873.69,2873.69
2057,0.0116931,2873.69,2873.69
2058,0.0116347,2873.69,2873.69
2059,0.0115765,2873.69,2873.69
2060,0.0115186,2873.69,2873.69
2061,0.011461,2873.69,2873.69
2062,0.0114037,2873.69,2873.69
2063,0.0113467,2873.69,2873.69
2064,0.01129,2873.69,2873.69
2065,0.0112335,2873.69,2873.69
2066,0.0111773,2873.69,2873.69
2067,0.0111215,2873.69,2873.69
2068,0.0110659,2873.69,2873.69
2069,0.0110105,2873.69,2873.69
2070,0.0109555,2873.69,2873.69
2071,0.0109007,2873.69,2873.69
2072,0.0108462,2873.69,2873.69
2073,0.010792,2873.69,2873.69
2074,0.010738,2873.69,2873.69
2075,0.0106843,2873.69,2873.69
2076,0.0106309,2873.69,2873.69
2077,0.0105777,2873.69,2873.69
2078,0.0105248,2873.69,2873.69
2079,0.0104722,2873.69,2873.69
2080,0.0104199,2873.69,2873.69
2081,0.0103678,2873.69,2873.69
2082,0.0103159,2873.69,2873.69
2083,0.0102643,2873.69,2873.69
2084,0.010213,2873.69,2873.69
2085,0.010162,2873.69,2873.69
2086,0.0101111,2873.69,2873.69
2087,0.0100606,2873.69,2873.69
2088,0.0100103,2873.69,2873.69
2089,0.00996024,2873.69,2873.69
2090,0.00991044,2873.69,2873.69
2091,0.00986088,2873.69,2873.69
2092,0.00981158,2873.69,2873.69
2093,0.00976252,2873.69,2873.69
2094,0.00971371,2873.69,2873.69
2095,0.00966514,2873.69,2873.69
2096,0.00961681,2873.69,2873.69
2097,0.00956873,2873.69,2873.69
2098,0.00952089,2873.69,2873.69
2099,0.00947328,2873.69,2873.69
2100,0.00942592,2873.69,2873.69
2101,0.00937879,2873.69,2873.69
2102,0.00933189,2873.69,2873.69
2103,0.00928523,2873.69,2873.69
2104,0.00923881,2873.69,2873.69
2105,0.00919261,2873.69,2873.69
2106,0.00914665,2873.69,2873.69
2107,0.00910092,2873.69,2873.69
2108,0.00905541,2873.69,2873.69
2109,0.00901013,2873.69,2873.69
2110,0.00896508,2873.69,2873.69
2111,0.00892026,2873.69,2873.69
2112,0.00887566,2873.69,2873.69
2113,0.00883128,2873.69,2873.69
2114,0.00878712,2873.69,2873.69
2115,0.00874319,2873.69,2873.69
2116,0.00869947,2873.69,2873.69
2117,0.00865597,2873.69,2873.69
2118,0.00861269,2873.69,2873.69
2119,0.00856963,2873.69,2873.69
2120,0.00852678,2873.69,2873.69
2121,0.00848415,2873.69,2873.69
2122,0.00844173,2873.69,2873.69
2123,0.00839952,2873.69,2873.69
2124,0.00835752,2873.69,2873.69
2125,0.00831573,2873.69,2873.69
2126,0.00827415,2873.69,2873.69
2127,0.00823278,2873.69,2873.69
2128,0.00819162,2873.69,2873.69
2129,0.00815066,2873.69,2873.69
2130,0.00810991,2873.69,2873.69
2131,0.00806936,2873.69,2873.69
2132,0.00802901,2873.69,2873.69
2133,0.00798887,2873.69,2873.69
2134,0.00794892,2873.69,2873.69
2135,0.00790918,2873.69,2873.69
2136,0.00786963,2873.69,2873.69
2137,0.00783028,2873.69,2873.69
2138,0.00779113,2873.69,2873.69
2139,0.00775218,2873.69,2873.69
2140,0.00771342,2873.69,2873.69
2141,0.00767485,2873.69,2873.69
2142,0.00763648,2873.69,2873.69
2143,0.00759829,2873.69,2873.69
2144,0.0075603,2873.69,2873.69
2145,0.0075225,2873.69,2873.69
2146,0.00748489,2873.69,2873.69
2147,0.00744746,2873.69,2873.69
2148,0.00741023,2873.69,2873.69
2149,0.00737317,2873.69,2873.69
2150,0.00733631,2873.69,2873.69
2151,0.00729963,2873.69,2873.69
2152,0.00726313,2873.69,2873.69
2153,0.00722681,2873.69,2873.69
2154,0.00719068,2873.69,2873.69
2155,0.00715473,2873.69,2873.69
2156,0.00711895,2873.69,2873.69
2157,0.00708336,2873.69,2873.69
2158,0.00704794,2873.69,2873.69
2159,0.0070127,2873.69,2873.69
2160,0.00697764,2873.69,2873.69
2161,0.00694275,2873.69,2873.69
2162,0.00690804,2873.69,2873.69
2163,0.0068735,2873.69,2873.69
2164,0.00683913,2873.69,2873.69
2165,0.00680493,2873.69,2873.69
2166,0.00677091,2873.69,2873.69
2167,0.00673705,2873.69,2873.69
2168,0.00670337,2873.69,2873.69
2169,0.00666985,2873.69,2873.69
2170,0.0066365,2873.69,2873.69
2171,0.00660332,2873.69,2873.69
2172,0.0065703,2873.69,2873.69
2173,0.00653745,2873.69,2873.69
2174,0.00650476,2873.69,2873.69
2175,0.00647224,2873.69,2873.69
2176,0.00643988,2873.69,2873.69
2177,0.00640768,2873.69,2873.69
2178,0.00637564,2873.69,2873.69
2179,0.00634376,2873.69,2873.69
2180,0.00631204,2873.69,2873.69
2181,0.00628048,2873.69,2873.69
2182,0.00624908,2873.69,2873.69
2183,0.00621784,2873.69,2873.69
2184,0.00618675,2873.69,2873.69
2185,0.00615581,2873.69,2873.69
2186,0.00612503,2873.69,2873.69
2187,0.00609441,2873.69,2873.69
2188,0.00606394,2873.69,2873.69
2189,0.00603362,2873.69,2873.69
2190,0.00600345,2873.69,2873.69
2191,0.00597343,2873.69,2873.69
2192,0.00594356,2873.69,2873.69
2193,0.00591385,2873.69,2873.69
2194,0.00588428,2873.69,2873.69
2195,0.00585486,2873.69,2873.69
2196,0.00582558,2873.69,2873.69
2197,0.00579645,2873.69,2873.69
2198,0.00576747,2873.69,2873.69
2199,0.00573863,2873.69,2873.69
2200,0.00570994,2873.69,2873.69
2201,0.00568139,2873.69,2873.69
2202,0.00565298,2873.69,2873.69
2203,0.00562472,2873.69,2873.69
2204,0.0055966,2873.69,2873.69
2205,0.00556861,2873.69,2873.69
2206,0.00554077,2873.69,2873.69
2207,0.00551307,2873.69,2873.69
2208,0.0054855,2873.69,2873.69
2209,0.00545807,2873.69,2873.69
2210,0.00543078,2873.69,2873.69
2211,0.00540363,2873.69,2873.69
2212,0.00537661,2873.69,2873.69
2213,0.00534973,2873.69,2873.69
2214,0.00532298,2873.69,2873.69
2215,0.00529636,2873.69,2873.69
2216,0.00526988,2873.69,2873.69
2217,0.00524353,2873.69,2873.69
2218,0.00521732,2873.69,2873.69
2219,0.00519123,2873.69,2873.69
2220,0.00516527,2873.69,2873.69
2221,0.00513945,2873.69,2873.69
2222,0.00511375,2873.69,2873.69
2223,0.00508818,2873.69,2873.69
2224,0.00506274,2873.69,2873.69
2225,0.00503743,2873.69,2873.69
2226,0.00501224,2873.69,2873.69
2227,0.00498718,2873.69,2873.69
2228,0.00496224,2873.69,2873.69
2229,0.00493743,2873.69,2873.69
2230,0.00491274,2873.69,2873.69
2231,0.00488818,2873.69,2873.69
2232,0.00486374,2873.69,2873.69
2233,0.00483942,2873.69,2873.69
2234,0.00481522,2873.69,2873.69
2235,0.00479115,2873.69,2873.69
2236,0.00476719,2873.69,2873.69
2237,0.00474335,2873.69,2873.69
2238,0.00471964,2873.69,2873.69
2239,0.00469604,2873.69,2873.69
2240,0.00467256,2873.69,2873.69
2241,0.0046492,2873.69,2873.69
2242,0.00462595,2873.69,2873.69
2243,0.00460282,2873.69,2873.69
2244,0.00457981,2873.69,2873.69
2245,0.00455691,2873.69,2873.69
2246,0.00453412,2873.69,2873.69
2247,0.00451145,2873.69,2873.69
2248,0.0044889,2873.69,2873.69
2249,0.00446645,2873.69,2873.69
2250,0.00444412,2873.69,2873.69
2251,0.0044219,2873.69,2873.69
2252,0.00439979,2873.69,2873.69
2253,0.00437779,2873.69,2873.69
2254,0.0043559,2873.69,2873.69
2255,0.00433412,2873.69,2873.69
2256,0.00431245,2873.69,2873.69
2257,0.00429089,2873.69,2873.69
2258,0.00426943,2873.69,2873.69
2259,0.00424809,2873.69,2873.69
2260,0.00422685,2873.69,2873.69
2261,0.00420571,2873.69,2873.69
2262,0.00418468,2873.69,2873.69
2263,0.00416376,2873.69,2873.69
2264,0.00414294,2873.69,2873.69
2265,0.00412223,2873.69,2873.69
2266,0.00410162,2873.69,2873.69
2267,0.00408111,2873.69,2873.69
2268,0.0040607,2873.69,2873.69
2269,0.0040404,2873.69,2873.69
2270,0.0040202,2873.69,2873.69
2271,0.0040001,2873.69,2873.69
2272,0.00398009,2873.69,2873.69
2273,0.00396019,2873.69,2873.69
2274,0.00394039,2873.69,2873.69
2275,0.00392069,2873.69,2873.69
2276,0.00390109,2873.69,2873.69
2277,0.00388158,2873.69,2873.69
2278,0.00386217,2873.69,2873.69
2279,0.00384286,2873.69,2873.69
2280,0.00382365,2873.69,2873.69
2281,0.00380453,2873.69,2873.69
2282,0.00378551,2873.69,2873.69
2283,0.00376658,2873.69,2873.69
2284,0.00374775,2873.69,2873.69
2285,0.00372901,2873.69,2873.69
2286,0.00371036,2873.69,2873.69
2287,0.00369181,2873.69,2873.69
2288,0.00367335,2873.69,2873.69
2289,0.00365499,2873.69,2873.69
2290,0.00363671,2873.69,2873.69
2291,0.00361853,2873.69,2873.69
2292,0.00360044,2873.69,2873.69
2293,0.00358243,2873.69,2873.69
2294,0.00356452,2873.69,2873.69
2295,0.0035467,2873.69,2873.69
2296,0.00352897,2873.69,2873.69
2297,0.00351132,2873.69,2873.69
2298,0.00349376,2873.69,2873.69
2299,0.00347629,2873.69,2873.69
2300,0.00345891,2873.69,2873.69
2301,0.00344162,2873.69,2873.69
2302,0.00342441,2873.69,2873.69
2303,0.00340729,2873.69,2873.69
2304,0.00339025,2873.69,2873.69
2305,0.0033733,2873.69,2873.69
2306,0.00335643,2873.69,2873.69
2307,0.00333965,2873.69,2873.69
2308,0.00332295,2873.69,2873.69
2309,0.00330634,2873.69,2873.69
2310,0.00328981,2873.69,2873.69
2311,0.00327336,2873.69,2873.69
2312,0.00325699,2873.69,2873.69
2313,0.00324071,2873.69,2873.69
2314,0.0032245,2873.69,2873.69
2315,0.00320838,2873.69,2873.69
2316,0.00319234,2873.69,2873.69
2317,0.00317638,2873.69,2873.69
2318,0.0031605,2873.69,2873.69
2319,0.00314469,2873.69,2873.69
2320,0.00312897,2873.69,2873.69
2321,0.00311332,2873.69,2873.69
2322,0.00309776,2873.69,2873.69
2323,0.00308227,2873.69,2873.69
2324,0.00306686,2873.69,2873.69
2325,0.00305152,2873.69,2873.69
2326,0.00303627,2873.69,2873.69
2327,0.00302108,2873.69,2873.69
2328,0.00300598,2873.69,2873.69
2329,0.00299095,2873.69,2873.69
2330,0.00297599,2873.69,2873.69
2331,0.00296111,2873.69,2873.69
2332,0.00294631,2873.69,2873.69
2333,0.00293158,2873.69,2873.69
2334,0.00291692,2873.69,2873.69
2335,0.00290233,2873.69,2873.69
2336,0.00288782,2873.69,2873.69
2337,0.00287338,2873.69,2873.69
2338,0.00285902,2873.69,2873.69
2339,0.00284472,2873.69,2873.69
2340,0.0028305,2873.69,2873.69
2341,0.00281635,2873.69,2873.69
2342,0.00280226,2873.69,2873.69
2343,0.00278825,2873.69,2873.69
2344,0.00277431,2873.69,2873.69
2345,0.00276044,2873.69,2873.69
2346,0.00274664,2873.69,2873.69
2347,0.0027329,2873.69,2873.69
2348,0.00271924,2873.69,2873.69
2349,0.00270564,2873.69,2873.69
2350,0.00269212,2873.69,2873.69
2351,0.00267866,2873.69,2873.69
2352,0.00266526,2873.69,2873.69
2353,0.00265194,2873.69,2873.69
2354,0.00263868,2873.69,2873.69
2355,0.00262548,2873.69,2873.69
2356,0.00261236,2873.69,2873.69
