Iteration,Temperature,CurrentCost,BestCost
833,5.40108,3290.84,3272.7
834,5.37407,3290.84,3272.7
835,5.3472,3290.84,3272.7
836,5.32046,3290.84,3272.7
837,5.29386,3290.84,3272.7
838,5.26739,3290.84,3272.7
839,5.24106,3290.84,3272.7
840,5.21485,3290.84,3272.7
841,5.18878,3290.84,3272.7
842,5.16283,3290.84,3272.7
843,5.13702,3290.84,3272.7
844,5.11133,3290.84,3272.7
845,5.08578,3290.84,3272.7
846,5.06035,3290.84,3272.7
847,5.03505,3290.84,3272.7
848,5.00987,3290.84,3272.7
849,4.98482,3285.21,3272.7
850,4.9599,3285.21,3272.7
851,4.9351,3285.21,3272.7
852,4.91042,3285.21,3272.7
853,4.88587,3285.21,3272.7
854,4.86144,3285.21,3272.7
855,4.83713,3285.21,3272.7
856,4.81295,3285.21,3272.7
857,4.78888,3285.21,3272.7
858,4.76494,3285.21,3272.7
859,4.74111,3285.21,3272.7
860,4.71741,3285.21,3272.7
861,4.69382,3285.21,3272.7
862,4.67035,3285.21,3272.7
863,4.647,3285.21,3272.7
864,4.62376,3285.21,3272.7
865,4.60065,3285.21,3272.7
866,4.57764,3285.21,3272.7
867,4.55475,3285.21,3272.7
868,4.53198,3285.21,3272.7
869,4.50932,3285.21,3272.7
870,4.48677,3285.21,3272.7
871,4.46434,3285.21,3272.7
872,4.44202,3285.21,3272.7
873,4.41981,3285.21,3272.7
874,4.39771,3285.21,3272.7
875,4.37572,3285.21,3272.7
876,4.35384,3285.21,3272.7
877,4.33207,3285.21,3272.7
878,4.31041,3285.21,3272.7
879,4.28886,3285.21,3272.7
880,4.26742,3285.21,3272.7
881,4.24608,3285.21,3272.7
882,4.22485,3285.21,3272.7
883,4.20372,3285.21,3272.7
884,4.18271,3285.21,3272.7
885,4.16179,3285.21,3272.7
886,4.14098,3285.21,3272.7
887,4.12028,3285.21,3272.7
888,4.09968,3285.21,3272.7
889,4.07918,3285.21,3272.7
890,4.05878,3285.21,3272.7
891,4.03849,3285.21,3272.7
892,4.0183,3285.21,3272.7
893,3.99821,3285.21,3272.7
894,3.97821,3285.21,3272.7
895,3.95832,3285.21,3272.7
896,3.93853,3285.21,3272.7
897,3.91884,3285.21,3272.7
898,3.89924,3285.21,3272.7
899,3.87975,3285.21,3272.7
900,3.86035,3285.21,3272.7
901,3.84105,3285.21,3272.7
902,3.82184,3285.21,3272.7
903,3.80273,3285.21,3272.7
904,3.78372,3285.21,3272.7
905,3.7648,3285.21,3272.7
906,3.74598,3285.21,3272.7
907,3.72725,3285.21,3272.7
908,3.70861,3285.21,3272.7
909,3.69007,3285.21,3272.7
910,3.67162,3285.21,3272.7
911,3.65326,3285.21,3272.7
912,3.63499,3285.21,3272.7
913,3.61682,3285.21,3272.7
914,3.59873,3285.21,3272.7
915,3.58074,3285.21,3272.7
916,3.56284,3285.21,3272.7
917,3.54502,3285.21,3272.7
918,3.5273,3285.21,3272.7
919,3.50966,3285.21,3272.7
920,3.49211,3285.21,3272.7
921,3.47465,3285.21,3272.7
922,3.45728,3285.21,3272.7
923,3.43999,3285.21,3272.7
924,3.42279,3285.21,3272.7
925,3.40568,3285.21,3272.7
926,3.38865,3285.21,3272.7
927,3.37171,3285.21,3272.7
928,3.35485,3285.21,3272.7
929,3.33807,3285.21,3272.7
930,3.32138,3285.21,3272.7
931,3.30478,3285.21,3272.7
932,3.28825,3285.21,3272.7
933,3.27181,3285.21,3272.7
934,3.25545,3285.21,3272.7
935,3.23918,3285.21,3272.7
936,3.22298,3285.21,3272.7
937,3.20686,3285.21,3272.7
938,3.19083,3285.21,3272.7
939,3.17488,3285.21,3272.7
940,3.159,3285.21,3272.7
941,3.14321,3285.21,3272.7
942,3.12749,3285.21,3272.7
943,3.11185,3285.21,3272.7
944,3.09629,3285.21,3272.7
945,3.08081,3285.21,3272.7
946,3.06541,3285.21,3272.7
947,3.05008,3285.21,3272.7
948,3.03483,3285.21,3272.7
949,3.01966,3285.21,3272.7
950,3.00456,3285.21,3272.7
951,2.98954,3285.21,3272.7
952,2.97459,3285.21,3272.7
953,2.95972,3285.21,3272.7
954,2.94492,3285.21,3272.7
955,2.93019,3285.21,3272.7
956,2.91554,3285.21,3272.7
957,2.90096,3285.21,3272.7
958,2.88646,3285.21,3272.7
959,2.87203,3285.21,3272.7
960,2.85767,3285.21,3272.7
961,2.84338,3285.21,3272.7
962,2.82916,3285.21,3272.7
963,2.81502,3285.21,3272.7
964,2.80094,3285.21,3272.7
965,2.78694,3285.21,3272.7
966,2.773,3285.21,3272.7
967,2.75914,3285.21,3272.7
968,2.74534,3285.21,3272.7
969,2.73161,3285.21,3272.7
970,2.71796,3285.21,3272.7
971,2.70437,3285.21,3272.7
972,2.69084,3285.21,3272.7
973,2.67739,3283.81,3272.7
974,2.664,3283.81,3272.7
975,2.65068,3283.81,3272.7
976,2.63743,3283.81,3272.7
977,2.62424,3283.81,3272.7
978,2.61112,3283.81,3272.7
979,2.59807,3283.81,3272.7
980,2.58507,3283.81,3272.7
981,2.57215,3283.81,3272.7
982,2.55929,3283.81,3272.7
983,2.54649,3283.81,3272.7
984,2.53376,3283.81,3272.7
985,2.52109,3283.81,3272.7
986,2.50849,3283.81,3272.7
987,2.49594,3283.81,3272.7
988,2.48346,3283.81,3272.7
989,2.47105,3283.81,3272.7
990,2.45869,3283.81,3272.7
991,2.4464,3283.81,3272.7
992,2.43417,3283.81,3272.7
993,2.42199,3283.81,3272.7
994,2.40988,3283.81,3272.7
995,2.39784,3283.81,3272.7
996,2.38585,3283.81,3272.7
997,2.37392,3283.81,3272.7
998,2.36205,3283.81,3272.7
999,2.35024,3283.81,3272.7
1000,2.33849,3283.81,3272.7
1001,2.32679,3283.81,3272.7
1002,2.31516,3283.81,3272.7
1003,2.30358,3283.81,3272.7
1004,2.29207,3283.81,3272.7
1005,2.28061,3283.81,3272.7
1006,2.2692,3283.81,3272.7
1007,2.25786,3283.81,3272.7
1008,2.24657,3283.81,3272.7
1009,2.23533,3283.81,3272.7
1010,2.22416,3283.81,3272.7
1011,2.21304,3283.81,3272.7
1012,2.20197,3283.81,3272.7
1013,2.19096,3283.81,3272.7
1014,2.18001,3283.81,3272.7
1015,2.16911,3283.81,3272.7
1016,2.15826,3283.81,3272.7
1017,2.14747,3283.81,3272.7
1018,2.13673,3283.81,3272.7
1019,2.12605,3283.81,3272.7
1020,2.11542,3283.81,3272.7
1021,2.10484,3283.81,3272.7
1022,2.09432,3283.81,3272.7
1023,2.08385,3283.81,3272.7
1024,2.07343,3283.81,3272.7
1025,2.06306,3283.81,3272.7
1026,2.05274,3283.81,3272.7
1027,2.04248,3283.81,3272.7
1028,2.03227,3283.81,3272.7
1029,2.02211,3283.81,3272.7
1030,2.012,3283.81,3272.7
1031,2.00194,3283.81,3272.7
1032,1.99193,3283.81,3272.7
1033,1.98197,3283.81,3272.7
1034,1.97206,3283.81,3272.7
1035,1.9622,3283.81,3272.7
1036,1.95239,3283.81,3272.7
1037,1.94262,3283.81,3272.7
1038,1.93291,3283.81,3272.7
1039,1.92325,3261.15,3261.15
1040,1.91363,3261.15,3261.15
1041,1.90406,3261.15,3261.15
1042,1.89454,3261.15,3261.15
1043,1.88507,3261.15,3261.15
1044,1.87564,3261.15,3261.15
1045,1.86627,3261.15,3261.15
1046,1.85693,3261.15,3261.15
1047,1.84765,3261.15,3261.15
1048,1.83841,3261.15,3261.15
1049,1.82922,3261.15,3261.15
1050,1.82007,3261.15,3261.15
1051,1.81097,3261.15,3261.15
1052,1.80192,3261.15,3261.15
1053,1.79291,3261.15,3261.15
1054,1.78394,3261.15,3261.15
1055,1.77502,3261.15,3261.15
1056,1.76615,3261.15,3261.15
1057,1.75732,3261.15,3261.15
1058,1.74853,3261.15,3261.15
1059,1.73979,3261.15,3261.15
1060,1.73109,3261.15,3261.15
1061,1.72243,3261.15,3261.15
1062,1.71382,3261.15,3261.15
1063,1.70525,3261.15,3261.15
1064,1.69673,3261.15,3261.15
1065,1.68824,3261.15,3261.15
1066,1.6798,3261.15,3261.15
1067,1.6714,3261.15,3261.15
1068,1.66305,3261.15,3261.15
1069,1.65473,3261.15,3261.15
1070,1.64646,3261.15,3261.15
1071,1.63822,3261.15,3261.15
1072,1.63003,3261.15,3261.15
1073,1.62188,3261.15,3261.15
1074,1.61377,3261.15,3261.15
1075,1.60571,3261.15,3261.15
1076,1.59768,3261.15,3261.15
1077,1.58969,3261.15,3261.15
1078,1.58174,3261.15,3261.15
1079,1.57383,3261.15,3261.15
1080,1.56596,3261.15,3261.15
1081,1.55813,3261.15,3261.15
1082,1.55034,3261.15,3261.15
1083,1.54259,3261.15,3261.15
1084,1.53488,3261.15,3261.15
1085,1.5272,3261.15,3261.15
1086,1.51957,3261.15,3261.15
1087,1.51197,3261.15,3261.15
1088,1.50441,3261.15,3261.15
1089,1.49689,3261.15,3261.15
1090,1.4894,3261.15,3261.15
1091,1.48196,3261.15,3261.15
1092,1.47455,3261.15,3261.15
1093,1.46717,3261.15,3261.15
1094,1.45984,3261.15,3261.15
1095,1.45254,3261.15,3261.15
1096,1.44527,3261.15,3261.15
1097,1.43805,3261.15,3261.15
1098,1.43086,3261.15,3261.15
1099,1.4237,3261.15,3261.15
1100,1.41659,3261.15,3261.15
1101,1.4095,3261.15,3261.15
1102,1.40246,3261.15,3261.15
1103,1.39544,3261.15,3261.15
1104,1.38847,3261.15,3261.15
1105,1.38152,3261.15,3261.15
1106,1.37462,3261.15,3261.15
1107,1.36774,3261.15,3261.15
1108,1.3609,3261.15,3261.15
1109,1.3541,3261.15,3261.15
1110,1.34733,3261.15,3261.15
1111,1.34059,3261.15,3261.15
1112,1.33389,3261.15,3261.15
1113,1.32722,3261.15,3261.15
1114,1.32058,3261.15,3261.15
1115,1.31398,3261.15,3261.15
1116,1.30741,3261.15,3261.15
1117,1.30087,3261.15,3261.15
1118,1.29437,3261.15,3261.15
1119,1.2879,3261.15,3261.15
1120,1.28146,3261.15,3261.15
1121,1.27505,3261.15,3261.15
1122,1.26868,3261.15,3261.15
1123,1.26233,3261.15,3261.15
1124,1.25602,3261.15,3261.15
1125,1.24974,3261.15,3261.15
1126,1.24349,3261.15,3261.15
1127,1.23727,3261.15,3261.15
1128,1.23109,3261.15,3261.15
1129,1.22493,3261.15,3261.15
1130,1.21881,3261.15,3261.15
1131,1.21271,3261.15,3261.15
1132,1.20665,3261.15,3261.15
1133,1.20062,3261.15,3261.15
1134,1.19461,3261.15,3261.15
1135,1.18864,3261.15,3261.15
1136,1.1827,3261.15,3261.15
1137,1.17678,3261.15,3261.15
1138,1.1709,3261.15,3261.15
1139,1.16505,3261.15,3261.15
1140,1.15922,3261.15,3261.15
1141,1.15342,3261.15,3261.15
1142,1.14766,3261.15,3261.15
1143,1.14192,3261.15,3261.15
1144,1.13621,3261.15,3261.15
1145,1.13053,3261.15,3261.15
1146,1.12488,3261.15,3261.15
1147,1.11925,3261.15,3261.15
1148,1.11366,3261.15,3261.15
1149,1.10809,3261.15,3261.15
1150,1.10255,3261.15,3261.15
1151,1.09703,3261.15,3261.15
1152,1.09155,3261.15,3261.15
1153,1.08609,3261.15,3261.15
1154,1.08066,3261.15,3261.15
1155,1.07526,3261.15,3261.15
1156,1.06988,3261.15,3261.15
1157,1.06453,3261.15,3261.15
1158,1.05921,3261.15,3261.15
1159,1.05391,3261.15,3261.15
1160,1.04864,3261.15,3261.15
1161,1.0434,3261.15,3261.15
1162,1.03818,3261.15,3261.15
1163,1.03299,3261.15,3261.15
1164,1.02783,3261.15,3261.15
1165,1.02269,3261.15,3261.15
1166,1.01757,3261.15,3261.15
1167,1.01249,3261.15,3261.15
1168,1.00742,3261.15,3261.15
1169,1.00239,3261.15,3261.15
1170,0.997375,3261.15,3261.15
1171,0.992388,3256.9,3256.9
1172,0.987426,3256.9,3256.9
1173,0.982489,3256.9,3256.9
1174,0.977577,3256.9,3256.9
1175,0.972689,3256.9,3256.9
1176,0.967825,3256.9,3256.9
1177,0.962986,3256.9,3256.9
1178,0.958171,3256.9,3256.9
1179,0.95338,3256.9,3256.9
1180,0.948613,3256.9,3256.9
1181,0.94387,3256.9,3256.9
1182,0.939151,3256.9,3256.9
1183,0.934455,3256.9,3256.9
1184,0.929783,3256.9,3256.9
1185,0.925134,3256.9,3256.9
1186,0.920508,3256.9,3256.9
1187,0.915906,3256.9,3256.9
1188,0.911326,3256.9,3256.9
1189,0.90677,3256.9,3256.9
1190,0.902236,3256.9,3256.9
1191,0.897725,3256.9,3256.9
1192,0.893236,3256.9,3256.9
1193,0.88877,3256.9,3256.9
1194,0.884326,3256.9,3256.9
1195,0.879904,3256.9,3256.9
1196,0.875505,3256.9,3256.9
1197,0.871127,3256.9,3256.9
1198,0.866772,3256.9,3256.9
1199,0.862438,3256.9,3256.9
1200,0.858126,3256.9,3256.9
1201,0.853835,3256.9,3256.9
1202,0.849566,3256.9,3256.9
1203,0.845318,3256.9,3256.9
1204,0.841091,3256.9,3256.9
1205,0.836886,3256.9,3256.9
1206,0.832702,3256.9,3256.9
1207,0.828538,3256.9,3256.9
1208,0.824395,3256.9,3256.9
1209,0.820273,3256.9,3256.9
1210,0.816172,3256.9,3256.9
1211,0.812091,3256.9,3256.9
1212,0.808031,3256.9,3256.9
1213,0.803991,3256.9,3256.9
1214,0.799971,3256.9,3256.9
1215,0.795971,3256.9,3256.9
1216,0.791991,3256.9,3256.9
1217,0.788031,3256.9,3256.9
1218,0.784091,3256.9,3256.9
1219,0.78017,3256.9,3256.9
1220,0.776269,3256.9,3256.9
1221,0.772388,3256.9,3256.9
1222,0.768526,3256.9,3256.9
1223,0.764684,3256.9,3256.9
1224,0.76086,3256.9,3256.9
1225,0.757056,3256.9,3256.9
1226,0.753271,3256.9,3256.9
1227,0.749504,3256.9,3256.9
1228,0.745757,3256.9,3256.9
1229,0.742028,3256.9,3256.9
1230,0.738318,3256.9,3256.9
1231,0.734626,3256.9,3256.9
1232,0.730953,3256.9,3256.9
1233,0.727298,3256.9,3256.9
1234,0.723662,3256.9,3256.9
1235,0.720043,3256.9,3256.9
1236,0.716443,3250.08,3250.08
1237,0.712861,3250.08,3250.08
1238,0.709297,3250.08,3250.08
1239,0.70575,3250.08,3250.08
1240,0.702221,3250.08,3250.08
1241,0.69871,3250.08,3250.08
1242,0.695217,3250.08,3250.08
1243,0.691741,3250.08,3250.08
1244,0.688282,3250.08,3250.08
1245,0.684841,3250.08,3250.08
1246,0.681416,3250.08,3250.08
1247,0.678009,3250.08,3250.08
1248,0.674619,3250.08,3250.08
1249,0.671246,3250.08,3250.08
1250,0.66789,3250.08,3250.08
1251,0.664551,3250.08,3250.08
1252,0.661228,3250.08,3250.08
1253,0.657922,3250.08,3250.08
1254,0.654632,3250.08,3250.08
1255,0.651359,3250.08,3250.08
1256,0.648102,3250.08,3250.08
1257,0.644862,3250.08,3250.08
1258,0.641637,3250.08,3250.08
1259,0.638429,3250.08,3250.08
1260,0.635237,3250.08,3250.08
1261,0.632061,3250.08,3250.08
1262,0.6289,3250.08,3250.08
1263,0.625756,3250.08,3250.08
1264,0.622627,3250.08,3250.08
1265,0.619514,3250.08,3250.08
1266,0.616416,3250.08,3250.08
1267,0.613334,3250.08,3250.08
1268,0.610268,3250.08,3250.08
1269,0.607216,3250.08,3250.08
1270,0.60418,3250.08,3250.08
1271,0.601159,3250.08,3250.08
1272,0.598154,3250.08,3250.08
1273,0.595163,3250.08,3250.08
1274,0.592187,3250.08,3250.08
1275,0.589226,3250.08,3250.08
1276,0.58628,3250.08,3250.08
1277,0.583349,3250.08,3250.08
1278,0.580432,3250.08,3250.08
1279,0.57753,3250.08,3250.08
1280,0.574642,3250.08,3250.08
1281,0.571769,3250.08,3250.08
1282,0.56891,3250.08,3250.08
1283,0.566065,3250.08,3250.08
1284,0.563235,3250.08,3250.08
1285,0.560419,3250.08,3250.08
1286,0.557617,3250.08,3250.08
1287,0.554829,3250.08,3250.08
1288,0.552055,3250.08,3250.08
1289,0.549294,3250.08,3250.08
1290,0.546548,3250.08,3250.08
1291,0.543815,3250.08,3250.08
1292,0.541096,3250.08,3250.08
1293,0.53839,3250.08,3250.08
1294,0.535699,3250.08,3250.08
1295,0.53302,3250.08,3250.08
1296,0.530355,3250.08,3250.08
1297,0.527703,3250.08,3250.08
1298,0.525065,3250.08,3250.08
1299,0.522439,3250.08,3250.08
1300,0.519827,3250.08,3250.08
1301,0.517228,3250.08,3250.08
1302,0.514642,3250.08,3250.08
1303,0.512069,3250.08,3250.08
1304,0.509508,3250.08,3250.08
1305,0.506961,3250.08,3250.08
1306,0.504426,3250.08,3250.08
1307,0.501904,3250.08,3250.08
1308,0.499394,3250.08,3250.08
1309,0.496897,3250.08,3250.08
1310,0.494413,3250.08,3250.08
1311,0.491941,3250.08,3250.08
1312,0.489481,3250.08,3250.08
1313,0.487034,3250.08,3250.08
1314,0.484599,3250.08,3250.08
1315,0.482176,3250.08,3250.08
1316,0.479765,3250.08,3250.08
1317,0.477366,3250.08,3250.08
1318,0.474979,3250.08,3250.08
1319,0.472604,3250.08,3250.08
1320,0.470241,3250.08,3250.08
1321,0.46789,3250.08,3250.08
1322,0.46555,3250.08,3250.08
1323,0.463223,3250.08,3250.08
1324,0.460907,3250.08,3250.08
1325,0.458602,3250.08,3250.08
1326,0.456309,3250.08,3250.08
1327,0.454027,3250.08,3250.08
1328,0.451757,3250.08,3250.08
1329,0.449499,3250.08,3250.08
1330,0.447251,3250.08,3250.08
1331,0.445015,3250.08,3250.08
1332,0.44279,3250.08,3250.08
1333,0.440576,3250.08,3250.08
1334,0.438373,3250.08,3250.08
1335,0.436181,3250.08,3250.08
1336,0.434,3250.08,3250.08
1337,0.43183,3250.08,3250.08
1338,0.429671,3250.08,3250.08
1339,0.427523,3250.08,3250.08
1340,0.425385,3250.08,3250.08
1341,0.423258,3250.08,3250.08
1342,0.421142,3250.08,3250.08
1343,0.419036,3250.08,3250.08
1344,0.416941,3250.08,3250.08
1345,0.414856,3250.08,3250.08
1346,0.412782,3250.08,3250.08
1347,0.410718,3250.08,3250.08
1348,0.408664,3250.08,3250.08
1349,0.406621,3250.08,3250.08
1350,0.404588,3250.08,3250.08
1351,0.402565,3250.08,3250.08
1352,0.400552,3250.08,3250.08
1353,0.398549,3250.08,3250.08
1354,0.396557,3250.08,3250.08
1355,0.394574,3250.08,3250.08
1356,0.392601,3250.08,3250.08
1357,0.390638,3250.08,3250.08
1358,0.388685,3250.08,3250.08
1359,0.386741,3250.08,3250.08
1360,0.384808,3250.08,3250.08
1361,0.382884,3250.08,3250.08
1362,0.380969,3250.08,3250.08
1363,0.379064,3250.08,3250.08
1364,0.377169,3250.08,3250.08
1365,0.375283,3250.08,3250.08
1366,0.373407,3250.08,3250.08
1367,0.37154,3250.08,3250.08
1368,0.369682,3250.08,3250.08
1369,0.367834,3250.08,3250.08
1370,0.365995,3250.08,3250.08
1371,0.364165,3250.08,3250.08
1372,0.362344,3250.08,3250.08
1373,0.360532,3250.08,3250.08
1374,0.358729,3250.08,3250.08
1375,0.356936,3250.08,3250.08
1376,0.355151,3250.08,3250.08
1377,0.353375,3250.08,3250.08
1378,0.351608,3250.08,3250.08
1379,0.34985,3250.08,3250.08
1380,0.348101,3250.08,3250.08
1381,0.346361,3250.08,3250.08
1382,0.344629,3250.08,3250.08
1383,0.342906,3250.08,3250.08
1384,0.341191,3250.08,3250.08
1385,0.339485,3250.08,3250.08
1386,0.337788,3250.08,3250.08
1387,0.336099,3250.08,3250.08
1388,0.334418,3250.08,3250.08
1389,0.332746,3250.08,3250.08
1390,0.331082,3250.08,3250.08
1391,0.329427,3250.08,3250.08
1392,0.32778,3250.08,3250.08
1393,0.326141,3250.08,3250.08
1394,0.32451,3250.08,3250.08
1395,0.322888,3250.08,3250.08
1396,0.321273,3250.08,3250.08
1397,0.319667,3250.08,3250.08
1398,0.318069,3250.08,3250.08
1399,0.316478,3250.08,3250.08
1400,0.314896,3250.08,3250.08
1401,0.313321,3250.08,3250.08
1402,0.311755,3250.08,3250.08
1403,0.310196,3250.08,3250.08
1404,0.308645,3250.08,3250.08
1405,0.307102,3250.08,3250.08
1406,0.305566,3250.08,3250.08
1407,0.304039,3250.08,3250.08
1408,0.302518,3250.08,3250.08
1409,0.301006,3250.08,3250.08
1410,0.299501,3250.08,3250.08
1411,0.298003,3250.08,3250.08
1412,0.296513,3250.08,3250.08
1413,0.295031,3250.08,3250.08
1414,0.293555,3250.08,3250.08
1415,0.292088,3250.08,3250.08
1416,0.290627,3250.08,3250.08
1417,0.289174,3250.08,3250.08
1418,0.287728,3250.08,3250.08
1419,0.28629,3250.08,3250.08
1420,0.284858,3250.08,3250.08
1421,0.283434,3250.08,3250.08
1422,0.282017,3250.08,3250.08
1423,0.280607,3250.08,3250.08
1424,0.279204,3250.08,3250.08
1425,0.277808,3250.08,3250.08
1426,0.276419,3250.08,3250.08
1427,0.275036,3250.08,3250.08
1428,0.273661,3250.08,3250.08
1429,0.272293,3250.08,3250.08
1430,0.270931,3250.08,3250.08
1431,0.269577,3250.08,3250.08
1432,0.268229,3250.08,3250.08
1433,0.266888,3250.08,3250.08
1434,0.265553,3250.08,3250.08
1435,0.264226,3250.08,3250.08
1436,0.262904,3250.08,3250.08
1437,0.26159,3250.08,3250.08
1438,0.260282,3250.08,3250.08
1439,0.258981,3250.08,3250.08
1440,0.257686,3250.08,3250.08
1441,0.256397,3250.08,3250.08
1442,0.255115,3250.08,3250.08
1443,0.25384,3250.08,3250.08
1444,0.25257,3250.08,3250.08
1445,0.251308,3250.08,3250.08
1446,0.250051,3250.08,3250.08
1447,0.248801,3250.08,3250.08
1448,0.247557,3250.08,3250.08
1449,0.246319,3250.08,3250.08
1450,0.245087,3250.08,3250.08
1451,0.243862,3250.08,3250.08
1452,0.242643,3250.08,3250.08
1453,0.241429,3250.08,3250.08
1454,0.240222,3250.08,3250.08
1455,0.239021,3250.08,3250.08
1456,0.237826,3250.08,3250.08
1457,0.236637,3250.08,3250.08
1458,0.235454,3250.08,3250.08
1459,0.234277,3250.08,3250.08
1460,0.233105,3250.08,3250.08
1461,0.23194,3250.08,3250.08
1462,0.23078,3250.08,3250.08
1463,0.229626,3250.08,3250.08
1464,0.228478,3250.08,3250.08
1465,0.227336,3250.08,3250.08
1466,0.226199,3250.08,3250.08
1467,0.225068,3250.08,3250.08
1468,0.223942,3250.08,3250.08
1469,0.222823,3250.08,3250.08
1470,0.221709,3250.08,3250.08
1471,0.2206,3250.08,3250.08
1472,0.219497,3250.08,3250.08
1473,0.2184,3250.08,3250.08
1474,0.217308,3250.08,3250.08
1475,0.216221,3250.08,3250.08
1476,0.21514,3250.08,3250.08
1477,0.214064,3250.08,3250.08
1478,0.212994,3250.08,3250.08
1479,0.211929,3250.08,3250.08
1480,0.210869,3250.08,3250.08
1481,0.209815,3250.08,3250.08
1482,0.208766,3250.08,3250.08
1483,0.207722,3250.08,3250.08
1484,0.206683,3250.08,3250.08
1485,0.20565,3250.08,3250.08
1486,0.204622,3250.08,3250.08
1487,0.203599,3250.08,3250.08
1488,0.202581,3250.08,3250.08
1489,0.201568,3250.08,3250.08
1490,0.20056,3250.08,3250.08
1491,0.199557,3250.08,3250.08
1492,0.198559,3250.08,3250.08
1493,0.197567,3250.08,3250.08
1494,0.196579,3250.08,3250.08
1495,0.195596,3250.08,3250.08
1496,0.194618,3250.08,3250.08
1497,0.193645,3250.08,3250.08
1498,0.192677,3250.08,3250.08
1499,0.191713,3250.08,3250.08
1500,0.190755,3250.08,3250.08
1501,0.189801,3250.08,3250.08
1502,0.188852,3250.08,3250.08
1503,0.187908,3250.08,3250.08
1504,0.186968,3250.08,3250.08
1505,0.186033,3250.08,3250.08
1506,0.185103,3250.08,3250.08
1507,0.184178,3250.08,3250.08
1508,0.183257,3250.08,3250.08
1509,0.18234,3250.08,3250.08
1510,0.181429,3250.08,3250.08
1511,0.180522,3250.08,3250.08
1512,0.179619,3250.08,3250.08
1513,0.178721,3250.08,3250.08
1514,0.177827,3250.08,3250.08
1515,0.176938,3250.08,3250.08
1516,0.176053,3250.08,3250.08
1517,0.175173,3250.08,3250.08
1518,0.174297,3250.08,3250.08
1519,0.173426,3250.08,3250.08
1520,0.172559,3250.08,3250.08
1521,0.171696,3250.08,3250.08
1522,0.170837,3250.08,3250.08
1523,0.169983,3250.08,3250.08
1524,0.169133,3250.08,3250.08
1525,0.168288,3250.08,3250.08
1526,0.167446,3250.08,3250.08
1527,0.166609,3250.08,3250.08
1528,0.165776,3250.08,3250.08
1529,0.164947,3250.08,3250.08
1530,0.164122,3250.08,3250.08
1531,0.163302,3250.08,3250.08
1532,0.162485,3250.08,3250.08
1533,0.161673,3250.08,3250.08
1534,0.160864,3250.08,3250.08
1535,0.16006,3250.08,3250.08
1536,0.15926,3250.08,3250.08
1537,0.158463,3250.08,3250.08
1538,0.157671,3250.08,3250.08
1539,0.156883,3250.08,3250.08
1540,0.156098,3250.08,3250.08
1541,0.155318,3250.08,3250.08
1542,0.154541,3250.08,3250.08
1543,0.153769,3250.08,3250.08
1544,0.153,3250.08,3250.08
1545,0.152235,3250.08,3250.08
1546,0.151474,3250.08,3250.08
1547,0.150716,3250.08,3250.08
1548,0.149963,3250.08,3250.08
1549,0.149213,3250.08,3250.08
1550,0.148467,3250.08,3250.08
1551,0.147724,3250.08,3250.08
1552,0.146986,3250.08,3250.08
1553,0.146251,3250.08,3250.08
1554,0.14552,3250.08,3250.08
1555,0.144792,3250.08,3250.08
1556,0.144068,3250.08,3250.08
1557,0.143348,3250.08,3250.08
1558,0.142631,3250.08,3250.08
1559,0.141918,3250.08,3250.08
1560,0.141208,3250.08,3250.08
1561,0.140502,3250.08,3250.08
1562,0.1398,3250.08,3250.08
1563,0.139101,3250.08,3250.08
1564,0.138405,3250.08,3250.08
1565,0.137713,3250.08,3250.08
1566,0.137025,3250.08,3250.08
1567,0.136339,3250.08,3250.08
1568,0.135658,3250.08,3250.08
1569,0.134979,3250.08,3250.08
1570,0.134305,3250.08,3250.08
1571,0.133633,3250.08,3250.08
1572,0.132965,3250.08,3250.08
1573,0.1323,3250.08,3250.08
1574,0.131639,3250.08,3250.08
1575,0.13098,3250.08,3250.08
1576,0.130325,3250.08,3250.08
1577,0.129674,3250.08,3250.08
1578,0.129025,3250.08,3250.08
1579,0.12838,3250.08,3250.08
1580,0.127738,3250.08,3250.08
1581,0.1271,3250.08,3250.08
1582,0.126464,3250.08,3250.08
1583,0.125832,3250.08,3250.08
1584,0.125203,3250.08,3250.08
1585,0.124577,3250.08,3250.08
1586,0.123954,3250.08,3250.08
1587,0.123334,3250.08,3250.08
1588,0.122717,3250.08,3250.08
1589,0.122104,3250.08,3250.08
1590,0.121493,3250.08,3250.08
1591,0.120886,3250.08,3250.08
1592,0.120281,3250.08,3250.08
1593,0.11968,3250.08,3250.08
1594,0.119082,3250.08,3250.08
1595,0.118486,3250.08,3250.08
1596,0.117894,3250.08,3250.08
1597,0.117304,3250.08,3250.08
1598,0.116718,3250.08,3250.08
1599,0.116134,3250.08,3250.08
1600,0.115554,3250.08,3250.08
1601,0.114976,3250.08,3250.08
1602,0.114401,3250.08,3250.08
1603,0.113829,3250.08,3250.08
1604,0.11326,3250.08,3250.08
1605,0.112693,3250.08,3250.08
1606,0.11213,3250.08,3250.08
1607,0.111569,3250.08,3250.08
1608,0.111011,3250.08,3250.08
1609,0.110456,3250.08,3250.08
1610,0.109904,3250.08,3250.08
1611,0.109355,3250.08,3250.08
1612,0.108808,3250.08,3250.08
1613,0.108264,3250.08,3250.08
1614,0.107722,3250.08,3250.08
1615,0.107184,3250.08,3250.08
1616,0.106648,3250.08,3250.08
1617,0.106115,3250.08,3250.08
1618,0.105584,3250.08,3250.08
