25.619,-1172.191,299.612,0.542,0.840,0.001
15.584,-1172.192,299.611,0.522,0.853,0.001
5.549,-1172.192,299.611,0.499,0.867,0.001
-4.487,-1172.192,299.611,0.498,0.867,0.001
-14.522,-1172.192,299.611,0.501,0.865,0.001
-24.557,-1172.192,299.611,0.500,0.866,0.001
-34.592,-1172.192,299.611,0.501,0.865,0.001
-44.627,-1172.192,299.611,0.497,0.868,0.001
-54.663,-1172.192,299.611,0.502,0.865,0.001
-64.697,-1172.192,299.611,0.459,0.889,0.001
-74.733,-1172.158,299.615,0.047,0.999,0.001
-84.767,-1172.031,299.628,-0.349,0.937,0.001
-94.799,-1171.769,299.654,-0.538,0.843,0.002
-104.825,-1171.350,299.692,-0.621,0.784,0.003
-114.843,-1170.757,299.743,-0.661,0.750,0.005
-124.847,-1169.979,299.808,-0.682,0.732,0.006
-134.835,-1169.006,299.886,-0.691,0.723,0.007
-144.799,-1167.822,299.977,-0.692,0.722,0.008
-154.734,-1166.409,300.083,-0.688,0.725,0.009
-164.627,-1164.737,300.202,-0.679,0.734,0.011
-174.466,-1162.768,300.336,-0.664,0.748,0.012
-184.229,-1160.454,300.481,-0.638,0.770,0.012
-193.884,-1157.727,300.631,-0.604,0.797,0.013
-203.375,-1154.476,300.798,-0.565,0.825,0.015
-212.616,-1150.574,300.962,-0.475,0.880,0.011
-221.504,-1145.920,301.057,-0.297,0.955,0.005
-230.017,-1140.610,301.122,-0.252,0.968,0.006
-238.137,-1134.720,301.220,-0.260,0.966,0.010
-245.797,-1128.241,301.362,-0.190,0.982,0.010
-253.057,-1121.314,301.405,0.497,-0.868,0.005
-259.928,-1114.004,301.258,0.261,-0.965,0.020
-266.256,-1106.225,300.979,0.165,-0.986,0.027
-271.852,-1097.905,300.684,0.074,-0.997,0.024
-276.602,-1089.074,300.427,-0.016,-1.000,0.021
-280.492,-1079.830,300.161,-0.125,-0.992,0.028
-283.514,-1070.275,299.713,-0.233,-0.971,0.050
-285.746,-1060.515,299.070,-0.306,-0.950,0.058
-287.370,-1050.635,298.407,-0.355,-0.933,0.058
-288.570,-1040.696,297.727,-0.389,-0.919,0.061
-289.407,-1030.721,297.028,-0.424,-0.903,0.060
-289.814,-1020.716,296.359,-0.465,-0.884,0.056
-289.712,-1010.701,295.755,-0.508,-0.860,0.049
-289.117,-1000.699,295.244,-0.542,-0.839,0.041
-287.987,-990.750,294.607,-0.611,-0.787,0.082
-286.145,-980.979,293.278,-0.652,-0.747,0.128
-284.543,-971.141,292.191,-0.569,-0.821,0.047
-283.671,-961.147,291.915,-0.514,-0.858,0.020
-282.771,-951.156,291.647,-0.483,-0.876,0.013
-282.312,-941.140,291.883,0.535,0.843,0.049
-282.126,-931.122,292.426,0.573,0.819,0.027
-281.491,-921.108,292.504,-0.423,-0.906,0.008
-280.600,-911.113,292.375,-0.489,-0.872,0.013
-279.665,-901.122,292.252,-0.436,-0.900,0.008
-278.760,-891.128,292.191,-0.179,-0.984,0.003
-277.867,-881.133,292.191,0.827,0.563,0.003
-276.983,-871.138,292.287,0.652,0.758,0.013
-276.113,-861.142,292.480,0.627,0.779,0.019
-275.255,-851.147,292.726,0.619,0.785,0.022
-274.407,-841.150,292.995,0.615,0.788,0.023
-273.596,-831.153,293.276,0.610,0.792,0.024
-272.757,-821.156,293.551,0.625,0.780,0.022
-271.697,-811.180,293.771,0.665,0.747,0.015
-270.426,-801.227,293.883,0.821,0.571,0.004
-268.831,-791.319,293.887,-0.246,-0.969,0.003
-266.851,-781.482,293.835,-0.480,-0.877,0.006
-265.152,-771.593,293.758,-0.465,-0.885,0.008
-264.125,-761.614,293.665,-0.440,-0.898,0.010
-263.593,-751.595,293.486,-0.494,-0.869,0.024
-263.024,-741.583,293.100,-0.530,-0.847,0.041
-262.248,-731.591,292.605,-0.542,-0.839,0.045
-261.757,-721.586,292.051,-0.482,-0.875,0.052
-261.961,-711.572,291.449,-0.455,-0.889,0.050
-261.963,-701.549,290.935,-0.494,-0.869,0.040
-261.477,-691.537,290.507,-0.528,-0.848,0.036
-260.601,-681.551,290.063,-0.562,-0.826,0.043
-259.438,-671.600,289.487,-0.588,-0.807,0.056
-258.049,-661.686,288.780,-0.606,-0.793,0.066
-256.537,-651.798,287.980,-0.611,-0.788,0.072
-255.018,-641.916,287.116,-0.612,-0.787,0.078
-253.476,-632.044,286.191,-0.616,-0.783,0.083
-251.895,-622.184,285.199,-0.620,-0.779,0.089
-250.278,-612.335,284.144,-0.623,-0.777,0.094
-248.618,-602.502,283.035,-0.632,-0.769,0.100
-246.755,-592.718,281.801,-0.654,-0.748,0.114
-244.697,-582.992,280.439,-0.660,-0.742,0.121
-242.634,-573.272,279.028,-0.659,-0.742,0.124
-240.576,-563.559,277.572,-0.659,-0.741,0.129
-238.519,-553.855,276.054,-0.659,-0.740,0.135
-236.509,-544.153,274.465,-0.652,-0.745,0.141
-234.619,-534.438,272.808,-0.644,-0.751,0.147
-232.783,-524.726,271.070,-0.644,-0.750,0.154
-230.951,-515.028,269.254,-0.642,-0.750,0.160
-229.179,-505.330,267.373,-0.633,-0.756,0.166
-227.594,-495.622,265.395,-0.615,-0.769,0.176
-226.259,-485.895,263.321,-0.595,-0.783,0.183
-225.153,-476.157,261.163,-0.579,-0.792,0.191
-224.227,-466.418,258.927,-0.563,-0.803,0.194
-223.567,-456.648,256.733,-0.539,-0.821,0.186
-223.017,-446.871,254.541,-0.550,-0.812,0.197
-222.225,-437.153,252.167,-0.570,-0.794,0.211
-221.297,-427.473,249.694,-0.576,-0.789,0.216
-220.274,-417.813,247.174,-0.586,-0.779,0.220
-219.123,-408.188,244.577,-0.595,-0.770,0.230
-217.915,-398.609,241.842,-0.595,-0.766,0.242
-216.780,-389.045,239.024,-0.584,-0.774,0.245
-215.778,-379.477,236.169,-0.576,-0.778,0.249
-214.853,-369.921,233.247,-0.571,-0.780,0.256
-213.990,-360.381,230.256,-0.566,-0.782,0.261
-213.174,-350.856,227.200,-0.563,-0.782,0.267
-212.381,-341.351,224.081,-0.563,-0.781,0.272
-211.591,-331.866,220.903,-0.563,-0.779,0.277
-210.811,-322.399,217.666,-0.561,-0.778,0.283
-210.037,-312.953,214.369,-0.562,-0.775,0.287
-209.246,-303.527,211.018,-0.563,-0.773,0.292
-208.460,-294.122,207.608,-0.562,-0.772,0.297
-207.684,-284.737,204.137,-0.562,-0.770,0.302
-206.909,-275.376,200.605,-0.562,-0.768,0.308
